id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
4771,Appel d'offre pour médical à Oujda,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Fournitures,Médical,DGSN,Maroc,Casablanca-Settat,Oujda,2024-10-25,2024-11-21,2024-12-11,9803131,"['Jet Contractors', 'SOMAGEC']","[9236606.534603152, 10064548.599413946]",Jet Contractors,9236606.534603152,9650577.57,-0.0578,270,Gré à gré,Note technique et prix,2,Oui,5,13,61,Annulé,Manque de budget
4772,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Fournitures,Informatique,CHU Casablanca,Maroc,Casablanca-Settat,Rabat,2024-04-08,2024-05-30,2024-06-06,1387614,"['SOMAGEC', 'SOGEA']","[1465342.5390784547, 1578305.9203105245]",SOMAGEC,1465342.5390784547,1521824.23,0.056,344,Appel d’offres ouvert,Meilleure offre économiquement,2,Non,0,8,93,Sans suite,
4773,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Fournitures,Informatique,CHU Casablanca,Maroc,Casablanca-Settat,Rabat,2025-02-14,2025-04-15,2025-04-30,8920403,"['SOMAGEC', 'Jet Contractors', 'SOGEA', 'TGCC', 'INGEMA']","[8576798.406812524, 8839432.757541025, 9105217.932543436, 10381568.923986154, 10430437.305219596]",SOGEA,9105217.932543436,9466691.07,0.0207,261,Appel d’offres restreint,Note technique et prix,5,Oui,1,7,84,Annulé,Non-conformité des offres
4774,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Fournitures,Informatique,Ministère de l’Équipement,Maroc,Souss-Massa,Oujda,2024-10-08,2024-10-21,2024-10-30,7810328,"['Novec', 'SOGEA']","[7905622.433512033, 8081071.982059448]",Novec,7905622.433512033,7993347.21,0.0122,115,Gré à gré,Meilleure offre économiquement,2,Non,2,13,86,Attribué,
4775,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Énergie,Ministère de l’Équipement,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2023-08-06,2023-08-18,2023-08-27,3066669,"['SOGEA', 'Novec', 'TGCC', 'SOMAGEC', 'INGEMA']","[3041964.5975124873, 3093671.086391685, 3150828.1302891946, 3246233.2324508736, 3369233.3849668703]",TGCC,3150828.1302891946,3180386.09,0.0274,194,Gré à gré,Note technique et prix,5,Oui,7,12,83,Sans suite,Non-conformité des offres
4776,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Souss-Massa.,Travaux,Fournitures scolaires,ONEE,Maroc,Souss-Massa,Agadir,2023-12-07,2024-01-05,2024-01-10,7229443,"['Novec', 'INGEMA']","[7629538.786889138, 8234213.722610825]",INGEMA,8234213.722610825,7931876.25,0.139,322,Appel d’offres restreint,Prix seul,2,Oui,15,1,93,Attribué,
4777,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Fournitures,Fournitures scolaires,DGSN,Maroc,Casablanca-Settat,Agadir,2024-01-11,2024-02-16,2024-02-23,6016797,"['Novec', 'INGEMA']","[5700260.527467361, 6459343.896433935]",INGEMA,6459343.896433935,6079802.21,0.0736,334,Appel d’offres ouvert,Meilleure offre économiquement,2,Oui,7,15,94,Attribué,
4778,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Souss-Massa.,Travaux,Transport,ONCF,Maroc,Souss-Massa,Casablanca,2023-08-09,2023-09-02,2023-09-21,948397,"['SOGEA', 'Novec']","[958281.9775346748, 973367.5581847152]",Novec,973367.5581847152,965824.77,0.0263,242,Appel d’offres ouvert,Meilleure offre économiquement,2,Oui,2,11,100,Annulé,Non-conformité des offres
4779,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,ONCF,Maroc,Casablanca-Settat,Tanger,2023-07-11,2023-08-02,2023-08-22,939892,"['INGEMA', 'SOMAGEC', 'Novec', 'TGCC', 'SOGEA', 'Jet Contractors']","[872461.5793050634, 990477.6675254365, 1000033.6952346376, 1003109.6047223031, 1018895.3131539068, 1070277.5320908895]",SOMAGEC,990477.6675254365,992542.57,0.0538,276,Appel d’offres ouvert,Meilleure offre économiquement,6,Oui,4,1,99,Sans suite,
4780,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Souss-Massa.,Services,Fournitures scolaires,CHU Casablanca,Maroc,Souss-Massa,Tanger,2024-03-12,2024-04-26,2024-05-10,7914899,"['Novec', 'Jet Contractors', 'SOMAGEC', 'TGCC', 'INGEMA']","[7928286.577987093, 8391695.856435766, 8581211.562616695, 9015171.185854057, 9304094.128867634]",Jet Contractors,8391695.856435766,8644091.86,0.0602,316,Appel d’offres ouvert,Note technique et prix,5,Oui,13,14,65,Attribué,
4781,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Transport,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Casablanca,2023-06-18,2023-08-04,2023-08-16,6551521,"['SOGEA', 'Jet Contractors', 'SOMAGEC', 'INGEMA', 'Novec']","[6071683.539670246, 6477861.58207881, 6899187.458843422, 6917349.5080081215, 7084808.374471141]",Novec,7084808.374471141,6690178.09,0.0814,153,Appel d’offres ouvert,Meilleure offre économiquement,5,Oui,10,16,85,Annulé,Non-conformité des offres
4782,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Travaux,Informatique,DGSN,Maroc,Rabat-Salé-Kénitra,Fès,2025-05-14,2025-06-26,2025-07-13,2218718,"['SOGEA', 'INGEMA', 'SOMAGEC', 'Jet Contractors', 'TGCC', 'Novec']","[2128264.0503005874, 2250566.442126971, 2256422.0863411953, 2389565.19540568, 2476515.4970531515, 2503934.7653518105]",SOGEA,2128264.0503005874,2334211.34,-0.0408,76,Gré à gré,Note technique et prix,6,Oui,5,18,100,Attribué,
4783,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Souss-Massa.,Fournitures,Transport,ONCF,Maroc,Souss-Massa,Casablanca,2023-08-22,2023-10-02,2023-10-21,2839016,"['Jet Contractors', 'SOMAGEC', 'TGCC']","[2950863.1330603245, 3347581.147632396, 3364509.956943906]",Jet Contractors,2950863.1330603245,3220984.75,0.0394,231,Appel d’offres restreint,Note technique et prix,3,Oui,9,11,94,Sans suite,Manque de budget
4784,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Services,Fournitures scolaires,Ministère de la Santé,Maroc,Fès-Meknès,Casablanca,2025-04-29,2025-06-06,2025-06-11,5843393,"['Novec', 'TGCC', 'Jet Contractors', 'INGEMA']","[5869624.877575938, 6359169.6572137065, 6762688.381488827, 6873885.261444194]",TGCC,6359169.6572137065,6466342.04,0.0883,324,Appel d’offres restreint,Meilleure offre économiquement,4,Oui,1,5,98,Sans suite,Non-conformité des offres
4785,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Travaux,BTP,DGSN,Maroc,Fès-Meknès,Tanger,2025-01-16,2025-01-28,2025-02-05,9097414,"['TGCC', 'SOMAGEC', 'Novec', 'INGEMA', 'SOGEA', 'Jet Contractors']","[8548393.027085481, 8550184.76429383, 9272486.654062811, 10335219.318958864, 10406374.93774289, 10569311.008807471]",SOGEA,10406374.93774289,9613661.62,0.1439,129,Gré à gré,Meilleure offre économiquement,6,Oui,0,6,62,Sans suite,
4786,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Souss-Massa.,Services,BTP,ONCF,Maroc,Souss-Massa,Oujda,2025-04-28,2025-05-24,2025-05-30,7966493,"['Jet Contractors', 'INGEMA']","[7649935.914000661, 8848226.830700135]",INGEMA,8848226.830700135,8249081.37,0.1107,246,Appel d’offres ouvert,Note technique et prix,2,Non,12,5,76,Annulé,Non-conformité des offres
4787,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Transport,DGSN,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-09-24,2024-11-23,2024-12-06,6945491,"['SOGEA', 'Jet Contractors', 'Novec']","[6597015.608253412, 7610530.768390902, 7948005.117894879]",Jet Contractors,7610530.768390902,7385183.83,0.0958,213,Appel d’offres restreint,Prix seul,3,Non,2,4,81,Sans suite,Non-conformité des offres
4788,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Fournitures,Fournitures scolaires,CHU Casablanca,Maroc,Fès-Meknès,Casablanca,2023-08-26,2023-10-02,2023-10-19,6528139,"['SOMAGEC', 'Novec']","[6981714.696885897, 7296403.642792584]",SOMAGEC,6981714.696885897,7139059.17,0.0695,217,Appel d’offres restreint,Prix seul,2,Non,3,11,93,Attribué,
4789,Appel d'offre pour transport à Rabat,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Fournitures,Transport,CHU Casablanca,Maroc,Casablanca-Settat,Rabat,2024-06-26,2024-07-25,2024-08-03,7099705,"['Novec', 'INGEMA']","[6641389.362868266, 7024867.644153169]",INGEMA,7024867.644153169,6833128.5,-0.0105,266,Appel d’offres ouvert,Note technique et prix,2,Oui,6,3,68,Attribué,
4790,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Oriental.,Services,BTP,Ministère de la Santé,Maroc,Oriental,Agadir,2024-04-22,2024-06-04,2024-06-19,5436070,"['Novec', 'Jet Contractors']","[4962221.024402441, 6441192.852224432]",Novec,4962221.024402441,5701706.94,-0.0872,230,Gré à gré,Note technique et prix,2,Oui,14,19,92,Attribué,
4791,Appel d'offre pour énergie à Fès,Marché public concernant le secteur énergie dans la région de Fès-Meknès.,Travaux,Énergie,DGSN,Maroc,Fès-Meknès,Fès,2023-07-11,2023-07-30,2023-08-13,6695882,"['SOMAGEC', 'SOGEA', 'TGCC', 'Novec', 'INGEMA']","[6318198.914187738, 6606713.782765793, 7055710.021058701, 7667725.482031601, 7750795.770672828]",TGCC,7055710.021058701,7079828.79,0.0537,83,Gré à gré,Meilleure offre économiquement,5,Oui,7,14,99,Attribué,
4792,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Fournitures,Transport,Ministère de l’Équipement,Maroc,Casablanca-Settat,Agadir,2024-11-28,2025-01-11,2025-01-26,646431,"['Novec', 'SOGEA', 'Jet Contractors', 'INGEMA']","[622626.0330920132, 707679.252052078, 712591.4814476743, 718478.7984240556]",Novec,622626.0330920132,690343.89,-0.0368,101,Gré à gré,Prix seul,4,Non,13,20,71,Attribué,
4793,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,ONCF,Maroc,Rabat-Salé-Kénitra,Tanger,2024-06-21,2024-07-23,2024-08-06,5283817,"['Jet Contractors', 'Novec', 'SOMAGEC', 'SOGEA']","[4762446.12455791, 5214530.2448510155, 5255623.899057296, 5428962.93271129]",SOGEA,5428962.93271129,5165390.8,0.0275,240,Appel d’offres restreint,Meilleure offre économiquement,4,Non,5,4,64,Attribué,
4794,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Informatique,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2024-03-30,2024-05-12,2024-05-22,3915937,"['INGEMA', 'Jet Contractors', 'SOGEA']","[3698620.366255853, 4158542.404261581, 4402971.660007874]",INGEMA,3698620.366255853,4086711.48,-0.0555,246,Appel d’offres ouvert,Meilleure offre économiquement,3,Non,13,12,82,Annulé,Non-conformité des offres
4795,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,CHU Casablanca,Maroc,Casablanca-Settat,Casablanca,2023-03-25,2023-04-06,2023-04-17,4943716,"['Jet Contractors', 'INGEMA']","[5134141.547919967, 5876905.670419543]",Jet Contractors,5134141.547919967,5505523.61,0.0385,260,Appel d’offres ouvert,Meilleure offre économiquement,2,Non,1,4,100,Annulé,Manque de budget
4796,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Travaux,Fournitures scolaires,CHU Casablanca,Maroc,Oriental,Casablanca,2023-11-27,2024-01-25,2024-02-06,3193931,"['Jet Contractors', 'Novec', 'INGEMA', 'SOMAGEC', 'SOGEA', 'TGCC']","[2998534.5012181625, 3078814.631176886, 3122798.5626629503, 3416759.744643811, 3597067.7194294627, 3621365.0006319005]",SOMAGEC,3416759.744643811,3305890.03,0.0698,232,Appel d’offres restreint,Note technique et prix,6,Non,10,2,79,Sans suite,
4797,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Oriental.,Travaux,BTP,Ministère de la Santé,Maroc,Oriental,Rabat,2024-05-02,2024-05-25,2024-06-09,7627518,"['TGCC', 'Jet Contractors', 'SOMAGEC', 'INGEMA']","[7010719.771459342, 7191855.280375666, 8154173.998799487, 8440446.468593195]",Jet Contractors,7191855.280375666,7699298.88,-0.0571,264,Appel d’offres restreint,Prix seul,4,Oui,0,3,62,Sans suite,Manque de budget
4798,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Services,Énergie,ONCF,Maroc,Souss-Massa,Oujda,2024-02-13,2024-03-30,2024-04-14,5219186,"['TGCC', 'Novec', 'SOMAGEC']","[5338459.122712171, 5339489.957177908, 5536274.976751296]",SOMAGEC,5536274.976751296,5404741.35,0.0608,308,Gré à gré,Prix seul,3,Non,6,2,70,Annulé,
4799,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Travaux,Transport,DGSN,Maroc,Casablanca-Settat,Casablanca,2023-12-30,2024-01-09,2024-01-26,3431595,"['SOGEA', 'TGCC', 'Jet Contractors']","[3130325.583262862, 3314556.464983243, 3883730.422229489]",TGCC,3314556.464983243,3442870.82,-0.0341,265,Appel d’offres restreint,Meilleure offre économiquement,3,Oui,12,16,98,Sans suite,Manque de budget
4800,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Transport,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-09-12,2024-10-16,2024-10-31,7887922,"['Novec', 'Jet Contractors', 'INGEMA', 'TGCC', 'SOGEA']","[7129022.960852316, 7772652.633742206, 8227895.759029316, 8403387.10780811, 9351046.7379512]",Jet Contractors,7772652.633742206,8176801.04,-0.0146,250,Appel d’offres restreint,Prix seul,5,Non,10,8,87,Attribué,
4801,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Services,BTP,ONEE,Maroc,Casablanca-Settat,Fès,2025-02-08,2025-02-19,2025-03-09,7078713,"['SOGEA', 'TGCC', 'Novec', 'Jet Contractors']","[6413560.281915869, 6450233.636005423, 6498833.540608714, 7027786.098148501]",Novec,6498833.540608714,6597603.39,-0.0819,233,Gré à gré,Meilleure offre économiquement,4,Non,11,15,76,Annulé,
4802,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Fournitures,Énergie,Ministère de la Santé,Maroc,Souss-Massa,Tanger,2025-06-17,2025-07-08,2025-07-21,7340601,"['TGCC', 'INGEMA', 'SOGEA', 'SOMAGEC', 'Jet Contractors', 'Novec']","[6882389.383806738, 7063649.092438548, 7961840.903969229, 7991550.99217055, 8093295.884063238, 8795654.254704332]",Jet Contractors,8093295.884063238,7798063.42,0.1025,183,Appel d’offres restreint,Prix seul,6,Oui,13,16,65,Attribué,
4803,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Fournitures,Énergie,Ministère de la Santé,Maroc,Casablanca-Settat,Casablanca,2025-02-24,2025-03-10,2025-03-21,5979830,"['Jet Contractors', 'TGCC']","[6432970.364113704, 6652308.14583526]",Jet Contractors,6432970.364113704,6542639.25,0.0758,239,Appel d’offres restreint,Prix seul,2,Non,13,4,78,Sans suite,Non-conformité des offres
4804,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Tanger,2025-05-15,2025-06-05,2025-06-12,9079943,"['SOGEA', 'Novec', 'Jet Contractors', 'INGEMA']","[8737662.962166741, 9032572.914518379, 9045834.974626472, 10801035.525024274]",INGEMA,10801035.525024274,9404276.59,0.1895,314,Appel d’offres ouvert,Prix seul,4,Oui,4,18,73,Annulé,Non-conformité des offres
4805,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Services,BTP,CHU Casablanca,Maroc,Fès-Meknès,Oujda,2024-10-03,2024-11-01,2024-11-20,7694195,"['INGEMA', 'SOGEA', 'Novec', 'TGCC', 'Jet Contractors', 'SOMAGEC']","[7072823.322285425, 7149651.857415581, 7273052.268307764, 7804546.933450818, 7848447.227174654, 7911574.425095109]",SOGEA,7149651.857415581,7510016.01,-0.0708,343,Appel d’offres ouvert,Meilleure offre économiquement,6,Oui,0,7,97,Sans suite,Non-conformité des offres
4806,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Travaux,Fournitures scolaires,Ministère de l’Équipement,Maroc,Casablanca-Settat,Fès,2023-11-02,2023-12-13,2023-12-22,8968974,"['SOMAGEC', 'TGCC']","[9201785.386423491, 9997006.476580543]",TGCC,9997006.476580543,9599395.93,0.1146,248,Appel d’offres restreint,Meilleure offre économiquement,2,Non,13,19,88,Annulé,Manque de budget
4807,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Souss-Massa.,Fournitures,BTP,ONCF,Maroc,Souss-Massa,Agadir,2025-02-05,2025-03-24,2025-04-04,2425636,"['INGEMA', 'SOGEA']","[2372632.028115749, 2489448.4350770223]",SOGEA,2489448.4350770223,2431040.23,0.0263,199,Appel d’offres ouvert,Prix seul,2,Non,7,1,98,Annulé,
4808,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical dans la région de Souss-Massa.,Services,Médical,Ministère de la Santé,Maroc,Souss-Massa,Fès,2024-01-19,2024-02-22,2024-03-04,8192351,"['SOGEA', 'Novec', 'Jet Contractors']","[8335699.802146685, 9372958.327599542, 9512091.683314694]",SOGEA,8335699.802146685,9073583.27,0.0175,152,Gré à gré,Prix seul,3,Non,14,1,99,Sans suite,
4809,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Informatique,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2025-05-31,2025-07-22,2025-08-09,3724511,"['Novec', 'SOGEA', 'TGCC', 'SOMAGEC']","[3852804.8944331855, 3854715.770268691, 3944426.927326547, 4071022.7217682684]",TGCC,3944426.927326547,3930742.58,0.059,208,Gré à gré,Note technique et prix,4,Oui,6,20,89,Sans suite,
4810,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical dans la région de Oriental.,Travaux,Médical,Ministère de la Santé,Maroc,Oriental,Rabat,2025-02-23,2025-03-24,2025-04-04,2680040,"['SOGEA', 'INGEMA', 'Novec']","[2745248.933273664, 2899471.4749620836, 2985335.2888873327]",SOGEA,2745248.933273664,2876685.23,0.0243,181,Appel d’offres ouvert,Note technique et prix,3,Oui,2,16,97,Annulé,
4811,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,DGSN,Maroc,Casablanca-Settat,Tanger,2025-05-04,2025-05-25,2025-05-30,3776870,"['SOGEA', 'TGCC', 'INGEMA', 'Novec']","[3595970.2524044253, 4054609.1453992357, 4272291.071662306, 4388512.535824087]",Novec,4388512.535824087,4077845.75,0.1619,204,Appel d’offres restreint,Note technique et prix,4,Oui,8,6,88,Attribué,
4812,Appel d'offre pour médical à Oujda,Marché public concernant le secteur médical dans la région de Rabat-Salé-Kénitra.,Travaux,Médical,DGSN,Maroc,Rabat-Salé-Kénitra,Oujda,2025-03-25,2025-05-24,2025-05-30,294326,"['TGCC', 'SOMAGEC', 'SOGEA', 'INGEMA', 'Novec', 'Jet Contractors']","[273649.58344705775, 289501.41026723356, 302493.1265202439, 325047.74703747156, 325554.9250718408, 332957.06396034214]",TGCC,273649.58344705775,308200.64,-0.0703,300,Gré à gré,Note technique et prix,6,Oui,8,11,63,Attribué,
4813,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Transport,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-01-09,2024-02-14,2024-03-02,9723269,"['Novec', 'SOGEA', 'INGEMA']","[9861817.966054123, 10427894.390569597, 11067549.293777056]",Novec,9861817.966054123,10452420.55,0.0142,190,Appel d’offres ouvert,Note technique et prix,3,Oui,15,16,65,Attribué,
4814,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Oriental.,Services,Informatique,DGSN,Maroc,Oriental,Fès,2023-09-27,2023-10-13,2023-10-20,8017629,"['SOMAGEC', 'SOGEA']","[7902503.240942808, 9002313.552603964]",SOGEA,9002313.552603964,8452408.4,0.1228,267,Appel d’offres ouvert,Note technique et prix,2,Non,12,5,90,Sans suite,
4815,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Travaux,Informatique,ONEE,Maroc,Rabat-Salé-Kénitra,Fès,2024-02-17,2024-04-15,2024-05-03,7965539,"['Jet Contractors', 'SOMAGEC', 'SOGEA', 'Novec', 'INGEMA', 'TGCC']","[7969465.977752339, 8172689.037737295, 8247634.872648368, 8400956.64628086, 8769158.026585354, 9442512.614942135]",Jet Contractors,7969465.977752339,8500402.86,0.0005,100,Gré à gré,Prix seul,6,Non,3,11,94,Annulé,
4816,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Services,Énergie,Ministère de la Santé,Maroc,Souss-Massa,Agadir,2024-11-02,2024-11-25,2024-12-05,4064620,"['INGEMA', 'SOMAGEC', 'TGCC']","[4089449.6526769837, 4397190.899318839, 4584843.873672302]",TGCC,4584843.873672302,4357161.48,0.128,170,Gré à gré,Note technique et prix,3,Non,0,11,67,Sans suite,
4817,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Fournitures,Fournitures scolaires,Ministère de la Santé,Maroc,Oriental,Fès,2023-10-20,2023-12-11,2023-12-30,7382259,"['Novec', 'SOGEA', 'SOMAGEC']","[7126276.165157161, 7819247.321113186, 8588577.01169927]",Novec,7126276.165157161,7844700.17,-0.0347,364,Appel d’offres restreint,Meilleure offre économiquement,3,Non,10,2,98,Sans suite,Manque de budget
4818,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Médical,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2025-03-04,2025-04-19,2025-04-30,3590554,"['Jet Contractors', 'SOMAGEC']","[3409224.4657849935, 4204032.389434675]",Jet Contractors,3409224.4657849935,3806628.43,-0.0505,155,Gré à gré,Note technique et prix,2,Oui,4,16,66,Attribué,
4819,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,CHU Casablanca,Maroc,Casablanca-Settat,Tanger,2024-04-23,2024-06-03,2024-06-11,9082683,"['Jet Contractors', 'SOGEA', 'INGEMA']","[9730056.19808565, 9797376.833524274, 10159325.748549866]",Jet Contractors,9730056.19808565,9895586.26,0.0713,205,Gré à gré,Meilleure offre économiquement,3,Oui,11,3,61,Attribué,
4820,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Oriental.,Fournitures,Énergie,ONEE,Maroc,Oriental,Casablanca,2023-09-20,2023-10-02,2023-10-07,4350245,"['SOMAGEC', 'Jet Contractors', 'SOGEA', 'TGCC']","[4106922.8699586294, 4634068.366013765, 4841899.737313184, 5057315.689839089]",Jet Contractors,4634068.366013765,4660051.67,0.0652,62,Gré à gré,Meilleure offre économiquement,4,Oui,8,2,82,Attribué,
4821,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,DGSN,Maroc,Oriental,Rabat,2023-11-07,2023-12-08,2023-12-17,5178505,"['Jet Contractors', 'TGCC', 'SOGEA', 'Novec']","[4957082.5505005075, 5401632.743204942, 6138963.481658432, 6172867.111543913]",TGCC,5401632.743204942,5667636.47,0.0431,255,Gré à gré,Meilleure offre économiquement,4,Non,4,7,77,Sans suite,Non-conformité des offres
4822,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Fournitures,Médical,ONCF,Maroc,Casablanca-Settat,Fès,2024-10-25,2024-12-21,2025-01-05,9679398,"['TGCC', 'SOMAGEC', 'SOGEA', 'Jet Contractors', 'INGEMA']","[9014044.092946678, 10085665.634080667, 10217176.12819185, 10456685.894608859, 11360615.782998346]",INGEMA,11360615.782998346,10226837.51,0.1737,49,Gré à gré,Prix seul,5,Non,12,17,63,Attribué,
4823,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,Ministère de la Santé,Maroc,Fès-Meknès,Casablanca,2024-09-26,2024-10-15,2024-11-01,6014524,"['Novec', 'SOMAGEC', 'INGEMA', 'SOGEA']","[5688279.962259568, 6293309.416445904, 6422511.491741523, 6728704.137028834]",Novec,5688279.962259568,6283201.25,-0.0542,62,Gré à gré,Prix seul,4,Oui,15,2,74,Sans suite,
4824,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Énergie,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Casablanca,2024-04-08,2024-05-10,2024-05-15,7896034,"['Jet Contractors', 'SOMAGEC', 'SOGEA', 'Novec']","[7485151.149771468, 7636404.859791162, 8218848.188263102, 9322692.79663535]",Novec,9322692.79663535,8165774.25,0.1807,268,Gré à gré,Meilleure offre économiquement,4,Oui,2,8,64,Sans suite,Non-conformité des offres
4825,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Fournitures,Fournitures scolaires,ONCF,Maroc,Oriental,Fès,2024-06-25,2024-07-22,2024-08-08,4452027,"['SOMAGEC', 'Novec']","[4932647.391903999, 4979938.927883742]",SOMAGEC,4932647.391903999,4956293.16,0.108,114,Appel d’offres ouvert,Prix seul,2,Oui,2,8,99,Annulé,
